timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686230421249,154,About Us-0,301,Moved Permanently,Thread Group 1-2,text,true,,399,127,10,10,http://www.bjitgroup.com/about-us,154,0,0
1686230421403,1530,About Us-1,200,OK,Thread Group 1-2,text,true,,92385,115,10,10,https://bjitgroup.com,548,0,0
1686230421484,1473,All pages,200,OK,Thread Group 1-9,text,true,,92784,234,10,10,https://bjitgroup.com,173,0,0
1686230421484,173,All pages-0,301,Moved Permanently,Thread Group 1-9,text,true,,399,119,10,10,http://www.bjitgroup.com/,173,0,0
1686230421657,1300,All pages-1,200,OK,Thread Group 1-9,text,true,,92385,115,10,10,https://bjitgroup.com,311,0,0
1686230421751,1293,Capabilities,200,OK,Thread Group 1-5,text,true,,92784,251,10,10,https://bjitgroup.com,174,0,0
1686230421751,174,Capabilities-0,301,Moved Permanently,Thread Group 1-5,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-capabilities,174,0,0
1686230421925,1119,Capabilities-1,200,OK,Thread Group 1-5,text,true,,92385,115,10,10,https://bjitgroup.com,288,0,0
1686230421431,1814,Capabilities,200,OK,Thread Group 1-7,text,true,,92784,251,10,10,https://bjitgroup.com,169,0,0
1686230421431,169,Capabilities-0,301,Moved Permanently,Thread Group 1-7,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-capabilities,169,0,0
1686230421600,1645,Capabilities-1,200,OK,Thread Group 1-7,text,true,,92385,115,10,10,https://bjitgroup.com,555,0,0
1686230422861,749,All pages,200,OK,Thread Group 1-3,text,true,,92784,234,10,10,https://bjitgroup.com,113,0,0
1686230422861,113,All pages-0,301,Moved Permanently,Thread Group 1-3,text,true,,399,119,10,10,http://www.bjitgroup.com/,113,0,0
1686230422974,636,All pages-1,200,OK,Thread Group 1-3,text,true,,92385,115,10,10,https://bjitgroup.com,128,0,0
1686230422714,1086,Clients,200,OK,Thread Group 1-6,text,true,,92784,241,10,10,https://bjitgroup.com,158,0,0
1686230422714,158,Clients-0,301,Moved Permanently,Thread Group 1-6,text,true,,399,126,10,10,http://www.bjitgroup.com/clients,158,0,0
